Case_ID,Date,Agent_ID,Department,Resolution_Type,AHT_Min,Resolved,AI_Conversion,Attendance_Rate,Revenue
12727,2025-01-20,A1020,Premiere Pro,Shared Self-Help Article,25.49,0,1,94.817154792976,48.91
12728,2025-01-05,A1021,InDesign,Shared Self-Help Article,19.89,1,0,99.52340257811656,29.76
12729,2025-01-28,A1023,Photoshop,Shared Self-Help Article,21.67,1,0,97.21661555489722,38.77
12730,2025-01-05,A1013,Acrobat,Remote Support,23.46,1,0,92.8781658850064,14.33
12731,2025-01-10,A1006,Premiere Pro,Shared Self-Help Article,12.63,1,0,95.1216576937961,20.37
12732,2025-01-09,A1017,InDesign,In Progress,24.27,0,1,97.78054607766622,17.07
12733,2025-01-31,A1000,Acrobat,In Progress,14.13,0,0,96.37835111398621,23.59
12734,2025-01-17,A1026,Premiere Pro,In Progress,31.62,1,0,96.39851403355436,41.24
12735,2025-01-24,A1026,Premiere Pro,In Progress,19.4,1,0,96.29790352832322,22.48
12736,2025-01-14,A1007,InDesign,Remote Support,20.5,1,0,99.76629697210889,10.09
12737,2025-01-08,A1013,Illustrator,Shared Self-Help Article,17.57,1,0,98.83066477362142,20.92
12738,2025-01-23,A1009,InDesign,Shared Self-Help Article,18.27,0,1,94.00555271054407,43.79
12739,2025-01-21,A1019,Photoshop,Remote Support,32.79,0,1,94.95914057340703,10.78
12740,2025-01-07,A1002,InDesign,Shared Self-Help Article,26.12,1,1,90.38489954517713,30.52
12741,2025-01-23,A1024,Photoshop,Shared Self-Help Article,13.67,1,1,92.33112403419616,31.81
12742,2025-01-22,A1028,Photoshop,Remote Support,28.94,1,1,93.20702275534525,45.81
12743,2025-01-06,A1027,Premiere Pro,In Progress,27.39,1,1,95.98513575551674,32.17
12744,2025-01-07,A1006,Premiere Pro,Remote Support,20.01,0,1,95.9530159123563,16.26
12745,2025-01-18,A1027,Photoshop,Shared Self-Help Article,22.95,1,1,96.49840328221235,29.77
12746,2025-01-26,A1015,Acrobat,In Progress,21.35,0,1,91.28574592892153,37.22
12747,2025-01-02,A1008,Premiere Pro,Shared Self-Help Article,31.28,1,0,98.92053339394036,43.99
12748,2025-01-29,A1004,InDesign,In Progress,17.44,0,0,93.03835504371365,44.24
12749,2025-01-23,A1022,Acrobat,Shared Self-Help Article,22.15,0,0,91.12105664772012,36.71
12750,2025-01-23,A1029,Acrobat,Shared Self-Help Article,19.28,1,0,91.00039501849906,22.56
12751,2025-01-04,A1009,InDesign,In Progress,14.25,0,1,92.14416526598608,49.35
12752,2025-01-11,A1014,Premiere Pro,In Progress,32.38,0,1,99.43731887904045,22.12
12753,2025-01-07,A1025,Photoshop,Shared Self-Help Article,15.51,0,0,99.30067627018303,40.69
12754,2025-01-20,A1002,InDesign,Shared Self-Help Article,22.52,1,0,98.45662640683102,38.64
12755,2025-01-05,A1018,Premiere Pro,In Progress,12.72,1,0,91.82807099583391,24.35
12756,2025-01-10,A1018,Photoshop,Shared Self-Help Article,19.42,0,0,96.49035225824775,41.39
12757,2025-01-31,A1021,Premiere Pro,In Progress,23.53,0,1,98.93152542183779,49.12
12758,2025-01-01,A1005,InDesign,In Progress,17.3,1,1,92.75346147483984,14.24
12759,2025-01-13,A1029,InDesign,Remote Support,24.35,1,1,92.9803103889022,24.39
12760,2025-01-17,A1006,Acrobat,In Progress,20.07,1,1,92.49999999574148,15.1
12761,2025-01-23,A1014,Acrobat,In Progress,27.22,0,1,92.28564639468658,12.59
12762,2025-01-22,A1007,InDesign,In Progress,28.23,0,1,91.90494131611597,10.21
12763,2025-01-21,A1001,Premiere Pro,Shared Self-Help Article,18.49,0,0,92.27122948266253,28.61
12764,2025-01-08,A1008,Premiere Pro,Shared Self-Help Article,21.8,0,1,91.09337915987398,15.95
12765,2025-01-16,A1014,InDesign,Remote Support,22.34,0,1,95.946910893416,30.05
12766,2025-01-09,A1016,Illustrator,In Progress,24.52,1,1,99.97402671227724,34.62
12767,2025-01-08,A1001,InDesign,Shared Self-Help Article,21.49,1,1,92.78981263214389,17.77
12768,2025-01-16,A1016,Premiere Pro,Remote Support,22.37,0,1,97.18295176920721,30.88
12769,2025-01-04,A1023,Acrobat,In Progress,20.2,0,1,92.93074297670887,35.79
12770,2025-01-11,A1021,InDesign,Remote Support,22.0,1,0,94.33704423205282,46.1
12771,2025-01-26,A1005,Acrobat,In Progress,27.91,1,0,96.52992928084554,19.19
12772,2025-01-17,A1022,Illustrator,In Progress,24.65,0,0,95.38843539378661,33.19
12773,2025-01-28,A1023,Premiere Pro,Shared Self-Help Article,24.93,0,1,98.36042500889221,37.3
12774,2025-01-07,A1015,Photoshop,Remote Support,25.04,1,0,99.30418796114367,37.12
12775,2025-01-12,A1029,Acrobat,In Progress,20.65,1,0,94.32413371531233,22.3
12776,2025-01-28,A1002,Photoshop,In Progress,23.01,1,1,93.56438676756066,17.58
12777,2025-01-19,A1009,Premiere Pro,In Progress,15.99,1,0,91.13057400168891,36.39
12778,2025-01-15,A1006,InDesign,Remote Support,27.76,1,0,92.28437580809475,34.03
12779,2025-01-26,A1024,Illustrator,Remote Support,7.51,1,1,93.46301196424291,29.54
12780,2025-01-04,A1021,Premiere Pro,Shared Self-Help Article,20.98,0,0,99.47475343004314,15.16
12781,2025-01-22,A1018,Illustrator,Remote Support,27.12,1,1,98.44682098037457,41.35
12782,2025-01-06,A1000,Illustrator,Remote Support,14.6,0,0,92.17000545524688,40.35
12783,2025-01-27,A1013,Photoshop,Shared Self-Help Article,23.42,1,0,92.22690629813032,38.41
12784,2025-01-15,A1014,Photoshop,Shared Self-Help Article,18.02,1,1,99.64463813763176,44.53
12785,2025-01-29,A1016,Acrobat,Remote Support,19.58,1,1,96.35274277048033,46.82
12786,2025-01-26,A1004,InDesign,Shared Self-Help Article,26.15,1,1,92.06493094328827,42.4
12787,2025-01-14,A1003,Premiere Pro,Remote Support,22.41,1,0,93.88436651139803,25.23
12788,2025-01-03,A1020,Premiere Pro,In Progress,11.25,0,1,96.8190287057136,42.36
12789,2025-01-06,A1014,Photoshop,Shared Self-Help Article,16.54,0,0,95.93163591771709,23.88
12790,2025-01-04,A1018,Premiere Pro,In Progress,26.3,1,1,92.90114200848885,17.76
12791,2025-01-23,A1005,Acrobat,Remote Support,23.66,0,0,95.52900424852622,33.38
12792,2025-01-02,A1012,Premiere Pro,Remote Support,30.16,0,0,98.54590616115769,13.82
12793,2025-01-18,A1013,Photoshop,Remote Support,29.83,0,0,90.41451677474187,35.24
12794,2025-01-18,A1004,InDesign,In Progress,19.71,1,1,98.73833410405652,37.68
12795,2025-01-29,A1019,InDesign,In Progress,33.94,0,0,96.92191649004556,21.32
12796,2025-01-31,A1019,Premiere Pro,In Progress,21.54,1,0,95.54867379058452,14.34
12797,2025-01-16,A1023,Illustrator,Remote Support,16.61,1,0,95.73446647034996,30.61
12798,2025-01-16,A1019,Acrobat,Remote Support,18.25,0,1,90.66711264507748,29.62
12799,2025-01-18,A1007,InDesign,Remote Support,10.14,1,0,99.00630567982657,17.45
12800,2025-01-25,A1025,Acrobat,Shared Self-Help Article,29.46,1,0,90.2643189817616,45.06
12801,2025-01-26,A1027,Premiere Pro,In Progress,29.39,1,1,91.5160209049147,10.0
12802,2025-01-14,A1020,Acrobat,In Progress,16.34,1,0,97.61220730623745,16.0
12803,2025-01-14,A1003,InDesign,Shared Self-Help Article,20.28,0,0,90.473923394566,44.26
12804,2025-01-28,A1012,Acrobat,In Progress,21.9,0,0,98.1166818326865,26.21
12805,2025-01-24,A1028,Premiere Pro,Remote Support,16.62,1,0,91.85885015645093,18.98
12806,2025-01-06,A1001,Premiere Pro,Shared Self-Help Article,12.64,1,0,98.00489828853213,29.17
12807,2025-01-10,A1018,Photoshop,In Progress,20.37,1,0,98.10796852988601,11.21
12808,2025-01-02,A1018,Acrobat,In Progress,19.81,1,1,99.931066633062,10.79
12809,2025-01-27,A1025,Illustrator,In Progress,19.48,1,1,97.40945989568596,16.21
12810,2025-01-07,A1018,InDesign,Shared Self-Help Article,22.53,0,1,91.45379109686098,30.15
12811,2025-01-21,A1028,Photoshop,Remote Support,28.57,0,0,91.38258070807126,23.64
12812,2025-01-12,A1004,Photoshop,Shared Self-Help Article,19.9,0,0,94.68632219579628,42.44
12813,2025-01-04,A1015,Photoshop,Shared Self-Help Article,22.27,0,0,91.90171601018615,10.29
12814,2025-01-04,A1008,Premiere Pro,Shared Self-Help Article,25.05,1,1,90.67115190706473,37.16
12815,2025-01-21,A1000,Photoshop,Shared Self-Help Article,24.19,1,0,98.4655240930847,35.32
12816,2025-01-03,A1023,InDesign,In Progress,18.35,1,1,95.49579893697002,13.34
12817,2025-01-23,A1013,Premiere Pro,Shared Self-Help Article,21.9,0,0,97.289985948965,33.23
12818,2025-01-19,A1001,Illustrator,In Progress,24.16,0,0,93.61213843967198,44.52
12819,2025-01-23,A1000,Premiere Pro,Shared Self-Help Article,15.78,1,0,94.17407080667212,33.33
12820,2025-01-24,A1009,Illustrator,Shared Self-Help Article,27.74,1,1,97.46835844637148,25.81
12821,2025-01-03,A1018,Photoshop,Shared Self-Help Article,28.58,1,1,92.92091468406171,34.06
12822,2025-01-09,A1026,InDesign,Shared Self-Help Article,17.81,0,0,98.03662436754811,14.63
12823,2025-01-18,A1008,Illustrator,Shared Self-Help Article,22.39,0,0,92.41056819907172,34.85
12824,2025-01-12,A1007,Acrobat,In Progress,24.63,1,0,98.61102000647604,39.96
12825,2025-01-05,A1016,Premiere Pro,In Progress,18.69,1,0,91.35781932016066,28.42
12826,2025-01-01,A1019,Illustrator,Remote Support,23.83,0,0,91.8641093827712,13.61
12827,2025-01-08,A1028,InDesign,Shared Self-Help Article,22.24,1,0,90.1675632403848,43.75
12828,2025-01-04,A1007,Acrobat,Shared Self-Help Article,14.08,0,1,94.11783703324619,20.85
12829,2025-01-22,A1025,Illustrator,In Progress,23.72,1,1,90.24110367192802,37.03
12830,2025-01-20,A1026,Premiere Pro,In Progress,15.92,1,1,99.31740333521279,33.27
12831,2025-01-08,A1009,InDesign,Remote Support,26.12,1,0,99.3214115779807,14.26
12832,2025-01-20,A1014,InDesign,Remote Support,18.06,1,1,90.61998231233477,10.31
12833,2025-01-26,A1011,InDesign,Remote Support,20.61,0,1,99.64321452639469,46.63
12834,2025-01-17,A1014,Acrobat,In Progress,28.28,1,0,98.5845714998721,22.13
12835,2025-01-27,A1015,InDesign,In Progress,23.9,1,1,93.55810730098109,44.15
12836,2025-01-08,A1013,Illustrator,In Progress,16.02,0,0,94.28211985616521,18.95
12837,2025-01-13,A1021,InDesign,In Progress,16.35,1,1,90.66285365182756,25.15
12838,2025-01-21,A1023,Premiere Pro,Shared Self-Help Article,18.42,1,0,97.63560060390076,31.17
12839,2025-01-27,A1003,Photoshop,Shared Self-Help Article,23.39,0,0,95.36265108137933,39.73
12840,2025-01-03,A1007,InDesign,Shared Self-Help Article,23.21,1,1,90.02291579417842,11.39
12841,2025-01-10,A1026,Acrobat,Shared Self-Help Article,17.2,1,1,97.28513646233898,14.07
12842,2025-01-19,A1011,Acrobat,In Progress,15.58,1,1,97.30117066630828,33.72
12843,2025-01-17,A1024,InDesign,In Progress,22.83,0,0,90.28394525790877,47.3
12844,2025-01-20,A1015,Illustrator,Shared Self-Help Article,20.51,1,0,90.9023061610705,46.39
12845,2025-01-04,A1008,Acrobat,Remote Support,32.21,0,0,95.76598207666655,20.58
12846,2025-01-07,A1022,Premiere Pro,Remote Support,21.6,1,1,96.78785218108538,30.52
12847,2025-01-29,A1020,Photoshop,In Progress,30.49,1,1,90.54431693072036,11.16
12848,2025-01-25,A1027,Acrobat,Remote Support,15.57,1,1,98.3342914365595,48.56
12849,2025-01-02,A1013,Premiere Pro,Shared Self-Help Article,13.55,0,0,95.485586460624,39.94
12850,2025-01-27,A1026,Illustrator,Remote Support,15.82,0,0,91.05576242667391,25.52
12851,2025-01-30,A1020,Photoshop,Remote Support,27.37,0,0,94.95112354042622,37.85
12852,2025-01-18,A1024,Premiere Pro,Shared Self-Help Article,30.2,0,1,96.29129802788619,36.76
12853,2025-01-13,A1013,Photoshop,In Progress,17.51,0,1,96.66417916123582,38.18
12854,2025-01-03,A1019,Illustrator,In Progress,19.12,0,0,94.21444386552035,19.49
12855,2025-01-24,A1011,Illustrator,Shared Self-Help Article,15.58,0,0,98.15991397541356,19.33
12856,2025-01-05,A1000,Acrobat,Shared Self-Help Article,12.36,1,0,91.9007081498142,48.58
12857,2025-01-17,A1007,Premiere Pro,Shared Self-Help Article,25.01,1,0,93.0495452214796,40.43
12858,2025-01-25,A1009,Illustrator,In Progress,22.54,0,1,92.18403317141302,27.64
12859,2025-01-14,A1019,Photoshop,In Progress,21.47,0,1,96.87687280178753,17.12
12860,2025-01-28,A1021,Illustrator,Remote Support,14.42,1,0,91.98712914070605,10.67
12861,2025-01-26,A1005,Premiere Pro,Remote Support,29.62,1,0,95.35896375670848,46.66
12862,2025-01-27,A1010,Illustrator,Shared Self-Help Article,18.9,1,0,92.69321801230006,43.99
12863,2025-01-08,A1003,InDesign,In Progress,24.09,0,1,93.99653625423021,11.47
12864,2025-01-16,A1001,Illustrator,In Progress,14.15,0,0,91.99609594526788,40.72
12865,2025-01-10,A1014,Illustrator,Remote Support,20.47,1,0,98.96785369534149,37.87
12866,2025-01-11,A1025,Photoshop,In Progress,22.88,1,0,96.14354716765999,17.6
12867,2025-01-21,A1024,Illustrator,Shared Self-Help Article,23.06,1,0,97.42801816032414,48.46
12868,2025-01-26,A1027,Acrobat,Shared Self-Help Article,22.19,0,1,95.9305298864502,13.67
12869,2025-01-24,A1014,Acrobat,Remote Support,23.89,0,0,98.48782111679598,25.21
12870,2025-01-19,A1016,Illustrator,In Progress,15.77,0,1,98.1740787048937,48.19
12871,2025-01-06,A1018,Acrobat,Remote Support,22.41,1,0,94.47136051605102,44.02
12872,2025-01-03,A1015,Acrobat,Remote Support,21.99,1,0,91.68630045780955,11.49
12873,2025-01-09,A1029,InDesign,Shared Self-Help Article,22.58,0,1,95.06669389290293,17.98
12874,2025-01-24,A1006,Acrobat,Shared Self-Help Article,21.78,0,1,95.25267379564426,44.8
12875,2025-01-31,A1013,Photoshop,Shared Self-Help Article,15.05,1,0,93.52024859975873,42.24
12876,2025-01-15,A1028,Illustrator,Shared Self-Help Article,14.83,0,0,92.7955669210896,12.37
12877,2025-01-15,A1016,Photoshop,Remote Support,10.35,0,0,99.32903686046222,13.68
12878,2025-01-29,A1001,Acrobat,Shared Self-Help Article,25.51,0,0,92.87497059011949,40.66
12879,2025-01-22,A1026,Illustrator,In Progress,25.56,0,1,91.84511667511046,49.87
12880,2025-01-14,A1016,Acrobat,Remote Support,25.64,0,1,96.7047082095345,44.46
12881,2025-01-09,A1025,Premiere Pro,Shared Self-Help Article,22.95,0,0,93.82463015441604,28.05
12882,2025-01-24,A1020,Illustrator,Shared Self-Help Article,10.75,1,1,96.12084014954871,10.36
12883,2025-01-28,A1029,Illustrator,In Progress,16.29,0,1,98.02024226827108,48.65
12884,2025-01-01,A1029,InDesign,Remote Support,22.27,0,0,94.59757715006137,42.25
12885,2025-01-19,A1010,Photoshop,Remote Support,22.1,1,0,96.13393504580343,33.75
12886,2025-01-11,A1010,Illustrator,In Progress,20.31,1,0,97.15122791953867,15.28
12887,2025-01-30,A1029,Acrobat,Shared Self-Help Article,23.26,0,1,90.38582202375683,19.24
12888,2025-01-12,A1003,Illustrator,In Progress,21.48,1,1,95.17932652645786,26.59
12889,2025-01-30,A1002,Acrobat,Shared Self-Help Article,22.02,0,1,92.16369510028008,42.8
12890,2025-01-27,A1018,Illustrator,Remote Support,18.22,1,1,92.33241740793362,29.32
12891,2025-01-01,A1012,Illustrator,In Progress,26.33,0,1,93.93788461237853,39.22
12892,2025-01-24,A1005,InDesign,Shared Self-Help Article,19.27,1,1,94.29106619367678,31.6
12893,2025-01-02,A1002,Acrobat,In Progress,14.77,0,1,97.92437184219699,30.02
12894,2025-01-25,A1020,Illustrator,In Progress,17.57,0,0,98.27866272128148,19.97
12895,2025-01-29,A1026,Acrobat,Shared Self-Help Article,19.68,1,0,94.21678289014642,19.64
12896,2025-01-06,A1020,Premiere Pro,In Progress,26.39,1,1,96.00471071620657,45.23
12897,2025-01-29,A1007,Premiere Pro,Remote Support,21.21,1,1,96.75818253209012,46.08
12898,2025-01-16,A1000,Illustrator,Remote Support,20.49,1,1,95.61123090860998,26.23
12899,2025-01-28,A1021,InDesign,Shared Self-Help Article,15.18,1,1,95.07927792968576,16.02
12900,2025-01-14,A1025,Premiere Pro,Shared Self-Help Article,25.35,0,1,96.50146560960697,44.39
12901,2025-01-17,A1012,Photoshop,Shared Self-Help Article,18.16,1,1,91.50883618519073,16.02
12902,2025-01-20,A1001,InDesign,In Progress,20.92,0,0,91.9566059974913,48.83
12903,2025-01-16,A1004,InDesign,In Progress,28.82,0,1,94.5465664300479,49.12
12904,2025-01-30,A1000,Photoshop,In Progress,23.96,0,1,99.141046931038,34.5
12905,2025-01-31,A1014,Acrobat,In Progress,13.28,0,0,97.205109054252,39.28
12906,2025-01-03,A1003,Illustrator,In Progress,12.57,1,1,93.22834377051166,30.27
12907,2025-01-07,A1009,InDesign,Shared Self-Help Article,21.1,1,1,93.38289769550875,27.15
12908,2025-01-05,A1015,InDesign,Shared Self-Help Article,15.36,0,0,95.09353403766545,27.44
12909,2025-01-24,A1006,Acrobat,Shared Self-Help Article,24.66,0,0,92.17081646761142,21.56
12910,2025-01-10,A1001,Premiere Pro,Shared Self-Help Article,21.63,1,1,99.76576320184424,29.03
12911,2025-01-15,A1027,Premiere Pro,In Progress,22.25,1,0,93.83320291554394,26.72
12912,2025-01-29,A1010,Illustrator,Remote Support,17.89,1,0,96.09976303092543,10.32
12913,2025-01-19,A1021,Photoshop,Remote Support,30.13,0,1,94.66412362005362,25.61
12914,2025-01-30,A1028,Illustrator,Shared Self-Help Article,35.63,1,1,96.62532901954975,46.83
12915,2025-01-10,A1006,Premiere Pro,In Progress,20.03,1,0,91.43798755921058,11.98
12916,2025-01-09,A1003,Premiere Pro,In Progress,23.19,0,1,94.23035201681482,15.22
12917,2025-01-02,A1021,InDesign,Remote Support,21.91,0,0,93.20884187738768,26.99
12918,2025-01-27,A1002,Photoshop,Remote Support,20.12,0,1,97.03139696450216,17.15
12919,2025-01-03,A1028,Illustrator,Remote Support,17.26,1,0,97.89826867150751,43.71
12920,2025-01-12,A1013,InDesign,In Progress,16.0,1,1,96.7081414460508,39.41
12921,2025-01-26,A1022,Premiere Pro,Shared Self-Help Article,15.74,0,1,90.92745976456384,43.52
12922,2025-01-05,A1025,Acrobat,Remote Support,23.45,1,1,95.31893813350428,29.14
12923,2025-01-12,A1007,Illustrator,In Progress,18.82,1,1,97.54504548180812,29.55
12924,2025-01-28,A1021,Acrobat,Remote Support,8.53,1,1,94.2960663058258,18.4
12925,2025-01-30,A1013,Illustrator,Remote Support,23.64,1,1,98.54057819257832,22.95
12926,2025-01-29,A1014,Premiere Pro,Remote Support,21.23,1,0,91.66966777202651,41.68
12927,2025-01-04,A1000,Premiere Pro,Shared Self-Help Article,28.15,0,1,95.80566046328481,24.89
12928,2025-01-31,A1006,Photoshop,In Progress,23.29,1,0,90.11633975224042,11.84
12929,2025-01-08,A1001,Premiere Pro,Shared Self-Help Article,14.03,1,1,92.54446122256255,28.13
12930,2025-01-24,A1022,Illustrator,Remote Support,10.27,1,0,99.43402009244289,38.69
12931,2025-01-17,A1001,Premiere Pro,In Progress,17.82,1,1,97.05577718338994,26.89
12932,2025-01-28,A1015,Photoshop,Remote Support,18.29,1,1,97.13636096962972,24.86
12933,2025-01-07,A1009,InDesign,Shared Self-Help Article,26.14,1,0,98.64130040644048,43.11
12934,2025-01-03,A1022,Acrobat,Remote Support,21.38,1,0,90.22161621411617,32.89
12935,2025-01-12,A1001,Illustrator,Shared Self-Help Article,27.09,1,0,94.93756598789503,27.18
12936,2025-01-25,A1029,Photoshop,Remote Support,14.8,0,1,95.42741093175765,40.32
12937,2025-01-19,A1005,Acrobat,Shared Self-Help Article,26.25,1,0,96.91055772768438,42.75
12938,2025-01-12,A1012,Photoshop,Shared Self-Help Article,25.02,1,1,91.80435351892002,33.4
12939,2025-01-25,A1007,Premiere Pro,Shared Self-Help Article,11.33,1,1,93.52550729167281,15.9
12940,2025-01-10,A1029,Acrobat,Shared Self-Help Article,28.03,1,0,92.15919791302453,47.45
12941,2025-01-03,A1011,InDesign,Shared Self-Help Article,21.89,1,1,97.36712905209188,26.32
12942,2025-01-17,A1008,Premiere Pro,Shared Self-Help Article,23.38,1,1,91.25803217438876,10.97
12943,2025-01-05,A1014,Premiere Pro,Remote Support,17.1,0,1,92.65667078781895,15.74
12944,2025-01-11,A1001,Photoshop,Shared Self-Help Article,27.8,0,0,95.71006847394281,15.96
12945,2025-01-19,A1014,Illustrator,Shared Self-Help Article,15.49,1,1,99.74227550356777,21.83
12946,2025-01-14,A1013,Premiere Pro,Shared Self-Help Article,25.58,0,1,97.46372453674914,33.38
12947,2025-01-17,A1006,Acrobat,Remote Support,25.52,1,0,99.05985515235852,39.06
12948,2025-01-15,A1016,Illustrator,Shared Self-Help Article,16.55,1,0,99.31574801633644,28.2
12949,2025-01-25,A1000,Photoshop,Remote Support,31.34,0,1,94.66580530770054,32.78
12950,2025-01-07,A1020,Photoshop,Remote Support,22.58,1,0,95.60180987663732,25.19
12951,2025-01-26,A1027,Acrobat,Shared Self-Help Article,24.69,1,1,92.9141431857452,38.17
12952,2025-01-07,A1000,Illustrator,Remote Support,13.78,0,0,94.31200603055106,43.32
12953,2025-01-23,A1012,Premiere Pro,Remote Support,32.01,1,0,97.20816547588373,27.1
12954,2025-01-23,A1028,Illustrator,Shared Self-Help Article,15.3,1,0,93.90012478285996,28.97
12955,2025-01-05,A1025,Photoshop,Remote Support,26.54,0,1,96.66405366597544,22.99
12956,2025-01-31,A1000,InDesign,Shared Self-Help Article,16.45,1,1,92.54403333762085,39.9
12957,2025-01-26,A1002,Premiere Pro,In Progress,18.33,1,0,99.81106368374014,13.49
12958,2025-01-01,A1002,Premiere Pro,Remote Support,25.36,0,1,91.21921485775859,36.24
12959,2025-01-31,A1023,Acrobat,Remote Support,26.56,0,0,97.09333365102559,43.78
12960,2025-01-04,A1017,Photoshop,Remote Support,15.06,0,0,93.79584508798011,37.93
12961,2025-01-02,A1011,Acrobat,Shared Self-Help Article,26.87,1,1,98.09244006628671,21.48
12962,2025-01-01,A1018,InDesign,Remote Support,26.64,1,0,98.94360247718797,16.95
12963,2025-01-13,A1018,InDesign,In Progress,16.73,0,0,94.46366093827862,35.15
12964,2025-01-07,A1007,Acrobat,Remote Support,29.41,0,0,93.52970563658184,20.9
12965,2025-01-09,A1024,InDesign,Shared Self-Help Article,14.14,1,1,99.34471561364201,38.93
12966,2025-01-11,A1006,Premiere Pro,In Progress,18.3,0,1,96.58228261258002,16.43
12967,2025-01-12,A1018,Photoshop,In Progress,23.82,0,1,99.36172495085397,45.78
12968,2025-01-19,A1022,InDesign,Remote Support,17.15,0,1,95.84395752209458,15.97
12969,2025-01-24,A1026,Acrobat,Shared Self-Help Article,22.74,1,0,97.87610216367194,12.47
12970,2025-01-05,A1020,InDesign,Remote Support,22.63,1,1,92.29468834021763,20.89
12971,2025-01-07,A1013,Illustrator,Shared Self-Help Article,20.48,0,0,94.18057644310656,34.96
12972,2025-01-10,A1009,Photoshop,In Progress,25.58,1,1,95.255983220824,18.46
12973,2025-01-06,A1005,Premiere Pro,Remote Support,20.28,1,0,99.62689882708709,31.89
12974,2025-01-28,A1005,Acrobat,Remote Support,22.58,0,0,91.44589254107221,24.93
12975,2025-01-31,A1000,Acrobat,Remote Support,27.15,0,0,90.68699914277542,42.96
12976,2025-01-29,A1009,Acrobat,In Progress,25.37,1,0,96.2955631486719,27.21
12977,2025-01-25,A1025,Acrobat,Shared Self-Help Article,25.35,1,0,93.4733236989622,15.64
12978,2025-01-09,A1025,Illustrator,In Progress,15.67,0,1,98.27277340395014,37.76
12979,2025-01-03,A1000,Premiere Pro,In Progress,24.04,1,1,93.18388557795859,46.4
12980,2025-01-16,A1010,InDesign,In Progress,17.03,1,1,97.54035612230598,11.02
12981,2025-01-12,A1002,Premiere Pro,In Progress,15.01,0,0,96.68853830323539,39.36
12982,2025-01-31,A1026,Photoshop,In Progress,21.06,1,0,95.29594204356921,12.08
12983,2025-01-05,A1026,Premiere Pro,Remote Support,16.9,1,0,97.62913723543458,20.83
12984,2025-01-02,A1025,Illustrator,Shared Self-Help Article,25.37,1,1,90.65441962809088,25.3
12985,2025-01-27,A1004,Premiere Pro,In Progress,25.49,0,0,92.78295942991475,35.85
12986,2025-01-12,A1003,Premiere Pro,Remote Support,11.91,1,1,90.20618688848022,16.14
12987,2025-01-05,A1013,Acrobat,In Progress,17.28,1,1,94.02145354650419,27.82
12988,2025-01-06,A1005,Premiere Pro,Shared Self-Help Article,14.12,1,0,91.90084343937194,41.17
12989,2025-01-19,A1007,Photoshop,Shared Self-Help Article,19.11,0,1,94.1666825040609,46.27
12990,2025-01-03,A1012,InDesign,Remote Support,23.7,1,1,92.29127663800236,28.72
12991,2025-01-03,A1012,Illustrator,Remote Support,20.21,1,1,95.44469380546923,17.58
12992,2025-01-08,A1020,Photoshop,Shared Self-Help Article,18.47,1,0,92.21465440075455,49.85
12993,2025-01-07,A1013,InDesign,Shared Self-Help Article,27.92,1,1,95.53452287585532,32.38
12994,2025-01-02,A1013,Illustrator,In Progress,9.9,0,0,94.72246491675183,42.02
12995,2025-01-02,A1023,Illustrator,Shared Self-Help Article,27.6,1,1,99.1493301887462,27.6
12996,2025-01-09,A1011,InDesign,In Progress,18.7,0,1,97.73255698393267,49.47
12997,2025-01-06,A1024,InDesign,Remote Support,21.03,1,0,94.00181933807863,38.09
12998,2025-01-30,A1012,Photoshop,In Progress,18.78,0,1,93.44595151125395,30.53
12999,2025-01-09,A1028,Acrobat,Remote Support,29.13,0,1,97.52121404360625,25.27
13000,2025-01-01,A1001,Premiere Pro,Remote Support,15.27,0,0,94.17301456137983,13.93
13001,2025-01-15,A1016,Illustrator,Shared Self-Help Article,21.48,1,1,93.56548306369395,41.25
13002,2025-01-02,A1024,Acrobat,In Progress,24.06,0,0,99.74618698819387,15.42
13003,2025-01-12,A1026,Premiere Pro,In Progress,13.36,1,1,91.39494888465286,38.23
13004,2025-01-04,A1020,Acrobat,In Progress,16.82,1,0,97.9230305046585,44.73
13005,2025-01-02,A1012,Acrobat,Remote Support,20.68,1,1,90.69131859401787,35.68
13006,2025-01-17,A1002,Illustrator,In Progress,16.99,1,1,94.98735719726783,36.29
13007,2025-01-05,A1011,Illustrator,Remote Support,17.34,1,1,91.70616193728571,38.66
13008,2025-01-17,A1018,InDesign,In Progress,19.67,1,0,94.37066119340014,36.11
13009,2025-01-26,A1001,Premiere Pro,Shared Self-Help Article,24.67,1,0,90.45248217157913,11.01
13010,2025-01-02,A1000,Illustrator,Remote Support,19.71,0,0,97.82598116422304,20.87
13011,2025-01-01,A1022,InDesign,Remote Support,26.81,1,1,95.87930019060867,42.26
13012,2025-01-09,A1027,InDesign,In Progress,16.43,1,1,96.79006942041633,42.53
13013,2025-01-24,A1001,Photoshop,Remote Support,15.16,1,1,91.31596507164976,10.52
13014,2025-01-24,A1002,Photoshop,Remote Support,31.05,1,1,98.34891564905797,45.12
13015,2025-01-23,A1022,InDesign,Remote Support,18.13,1,0,94.11741154026166,18.58
13016,2025-01-16,A1009,Premiere Pro,Remote Support,14.87,0,1,95.85368423654174,17.53
13017,2025-01-05,A1025,Photoshop,In Progress,12.71,0,0,93.67818169239226,19.75
13018,2025-01-13,A1006,InDesign,In Progress,26.8,1,1,94.9183291485211,11.15
