Interaction_ID,Date,Issue_Type,Status,Channel,Rating,CSAT,DSAT
17034,2025-01-31,How To,Pending_Customer,Chat,2,0,1
17035,2025-01-18,Update,Pending_Customer,Chat,3,0,0
17036,2025-01-03,How To,Pending_Customer,Chat,2,0,1
17037,2025-01-15,Update,Pending_Customer,Phone,2,0,1
17038,2025-01-28,How To,Callback,Chat,3,0,0
17039,2025-01-20,How To,Received,Chat,2,0,1
17040,2025-01-31,How To,Callback,Chat,3,0,0
17041,2025-01-27,Activation Issue,Pending_Agent,Phone,1,0,1
17042,2025-01-18,Download/Install,Callback,Chat,1,0,1
17043,2025-01-29,Activation Issue,Pending_Agent,Chat,4,1,0
17044,2025-01-30,Activation Issue,Pending_Agent,Phone,1,0,1
17045,2025-01-31,How To,OK,Phone,4,1,0
17046,2025-01-02,Download/Install,Callback,Phone,3,0,0
17047,2025-01-24,How To,OK,Phone,2,0,1
17048,2025-01-13,Activation Issue,Pending_Agent,Phone,4,1,0
17049,2025-01-09,Provisioning Issue,Pending_Agent,Chat,4,1,0
17050,2025-01-14,Download/Install,OK,Chat,1,0,1
17051,2025-01-18,Activation Issue,OK,Phone,4,1,0
17052,2025-01-11,How To,Pending_Agent,Phone,4,1,0
17053,2025-01-15,Provisioning Issue,OK,Chat,4,1,0
17054,2025-01-20,Download/Install,Callback,Chat,1,0,1
17055,2025-01-03,How To,Callback,Chat,4,1,0
17056,2025-01-15,Provisioning Issue,OK,Chat,4,1,0
17057,2025-01-27,How To,Pending_Customer,Phone,2,0,1
17058,2025-01-16,Activation Issue,Received,Phone,3,0,0
17059,2025-01-04,Update,Received,Chat,1,0,1
17060,2025-01-14,Provisioning Issue,Received,Phone,4,1,0
17061,2025-01-02,Download/Install,Pending_Customer,Chat,1,0,1
17062,2025-01-07,Provisioning Issue,Callback,Chat,2,0,1
17063,2025-01-18,Activation Issue,Pending_Customer,Chat,3,0,0
17064,2025-01-08,How To,Pending_Agent,Chat,3,0,0
17065,2025-01-10,Download/Install,Pending_Customer,Phone,3,0,0
17066,2025-01-09,Update,Pending_Agent,Phone,5,1,0
17067,2025-01-27,How To,Pending_Customer,Phone,1,0,1
17068,2025-01-03,Provisioning Issue,OK,Phone,5,1,0
17069,2025-01-06,Download/Install,Pending_Customer,Phone,3,0,0
17070,2025-01-22,How To,OK,Chat,5,1,0
17071,2025-01-14,Provisioning Issue,Received,Chat,4,1,0
17072,2025-01-01,Activation Issue,Received,Chat,3,0,0
17073,2025-01-11,How To,Pending_Customer,Chat,1,0,1
17074,2025-01-03,Provisioning Issue,Received,Phone,3,0,0
17075,2025-01-12,Provisioning Issue,OK,Phone,5,1,0
17076,2025-01-22,Activation Issue,Received,Chat,4,1,0
17077,2025-01-21,Activation Issue,Pending_Agent,Chat,4,1,0
17078,2025-01-16,Download/Install,Received,Phone,4,1,0
17079,2025-01-01,Activation Issue,OK,Chat,2,0,1
17080,2025-01-18,Activation Issue,Received,Chat,2,0,1
17081,2025-01-24,How To,OK,Phone,4,1,0
17082,2025-01-17,Download/Install,Callback,Chat,5,1,0
17083,2025-01-23,Activation Issue,Received,Chat,5,1,0
17084,2025-01-15,Download/Install,Received,Phone,4,1,0
17085,2025-01-07,Activation Issue,OK,Phone,4,1,0
17086,2025-01-11,Activation Issue,Pending_Customer,Phone,1,0,1
17087,2025-01-09,Update,Callback,Phone,3,0,0
17088,2025-01-07,Provisioning Issue,Pending_Customer,Phone,1,0,1
17089,2025-01-20,Download/Install,Pending_Agent,Chat,1,0,1
17090,2025-01-16,Activation Issue,Callback,Phone,1,0,1
17091,2025-01-22,Provisioning Issue,Pending_Agent,Chat,1,0,1
17092,2025-01-21,Activation Issue,OK,Chat,5,1,0
17093,2025-01-19,Activation Issue,Received,Chat,2,0,1
17094,2025-01-19,How To,Pending_Agent,Phone,2,0,1
17095,2025-01-05,Provisioning Issue,Pending_Agent,Chat,2,0,1
17096,2025-01-21,Download/Install,Pending_Agent,Phone,2,0,1
17097,2025-01-06,Activation Issue,Callback,Chat,2,0,1
17098,2025-01-26,Activation Issue,Callback,Chat,5,1,0
17099,2025-01-22,Download/Install,Callback,Phone,2,0,1
17100,2025-01-13,Activation Issue,Callback,Phone,2,0,1
17101,2025-01-16,Update,OK,Phone,3,0,0
17102,2025-01-27,Update,Pending_Agent,Chat,4,1,0
17103,2025-01-29,Download/Install,Received,Phone,1,0,1
17104,2025-01-27,Activation Issue,Pending_Customer,Phone,5,1,0
17105,2025-01-16,Update,Pending_Customer,Chat,5,1,0
17106,2025-01-10,Provisioning Issue,Callback,Phone,3,0,0
17107,2025-01-21,Download/Install,Callback,Chat,4,1,0
17108,2025-01-17,Provisioning Issue,Callback,Chat,1,0,1
17109,2025-01-25,Activation Issue,Received,Phone,2,0,1
17110,2025-01-07,Update,Received,Phone,4,1,0
17111,2025-01-07,Update,Pending_Agent,Phone,4,1,0
17112,2025-01-01,Provisioning Issue,Received,Phone,2,0,1
17113,2025-01-31,Provisioning Issue,Received,Phone,4,1,0
17114,2025-01-08,Update,OK,Chat,3,0,0
17115,2025-01-22,Update,Callback,Chat,2,0,1
17116,2025-01-12,Download/Install,Received,Phone,3,0,0
17117,2025-01-22,Download/Install,Pending_Customer,Phone,2,0,1
17118,2025-01-15,Download/Install,Callback,Phone,4,1,0
17119,2025-01-29,How To,OK,Phone,4,1,0
17120,2025-01-05,How To,Pending_Customer,Phone,2,0,1
17121,2025-01-06,How To,Pending_Agent,Phone,1,0,1
17122,2025-01-19,Update,Pending_Agent,Phone,1,0,1
17123,2025-01-01,Download/Install,OK,Phone,5,1,0
17124,2025-01-21,Provisioning Issue,Received,Chat,3,0,0
17125,2025-01-14,Update,OK,Chat,4,1,0
17126,2025-01-09,Provisioning Issue,OK,Phone,4,1,0
17127,2025-01-03,Download/Install,Received,Phone,2,0,1
17128,2025-01-29,How To,Callback,Chat,3,0,0
17129,2025-01-06,Download/Install,Received,Phone,5,1,0
17130,2025-01-10,Download/Install,Callback,Phone,1,0,1
17131,2025-01-25,Download/Install,Callback,Phone,1,0,1
17132,2025-01-21,Activation Issue,Pending_Agent,Phone,5,1,0
17133,2025-01-11,Update,Received,Phone,1,0,1
17134,2025-01-25,Download/Install,OK,Phone,1,0,1
17135,2025-01-19,Provisioning Issue,OK,Chat,2,0,1
17136,2025-01-01,Download/Install,Received,Chat,3,0,0
17137,2025-01-05,Activation Issue,Received,Phone,3,0,0
17138,2025-01-12,Update,OK,Phone,1,0,1
17139,2025-01-17,Update,Received,Chat,2,0,1
17140,2025-01-08,Activation Issue,Pending_Agent,Phone,5,1,0
17141,2025-01-16,Provisioning Issue,Pending_Agent,Phone,4,1,0
17142,2025-01-28,Download/Install,Received,Chat,2,0,1
17143,2025-01-12,How To,Pending_Customer,Phone,4,1,0
17144,2025-01-14,Download/Install,Received,Phone,5,1,0
17145,2025-01-31,Update,Pending_Customer,Phone,2,0,1
17146,2025-01-11,Download/Install,Pending_Customer,Phone,5,1,0
17147,2025-01-15,Update,Pending_Customer,Chat,5,1,0
17148,2025-01-18,Activation Issue,Callback,Phone,3,0,0
17149,2025-01-05,Activation Issue,Callback,Chat,3,0,0
17150,2025-01-25,Update,OK,Chat,1,0,1
17151,2025-01-26,Provisioning Issue,Callback,Phone,3,0,0
17152,2025-01-01,Activation Issue,Callback,Chat,5,1,0
17153,2025-01-10,Download/Install,OK,Chat,2,0,1
17154,2025-01-23,Download/Install,Pending_Customer,Phone,5,1,0
17155,2025-01-30,How To,Pending_Agent,Phone,5,1,0
17156,2025-01-29,Provisioning Issue,Received,Chat,4,1,0
17157,2025-01-22,Download/Install,OK,Phone,2,0,1
17158,2025-01-22,How To,Pending_Agent,Phone,1,0,1
17159,2025-01-05,Activation Issue,Received,Chat,1,0,1
17160,2025-01-13,Provisioning Issue,OK,Chat,1,0,1
17161,2025-01-28,Provisioning Issue,Pending_Agent,Chat,3,0,0
17162,2025-01-18,Update,Received,Phone,2,0,1
17163,2025-01-30,Activation Issue,OK,Chat,1,0,1
17164,2025-01-08,How To,Pending_Agent,Phone,5,1,0
17165,2025-01-26,How To,OK,Chat,2,0,1
17166,2025-01-26,Download/Install,Pending_Agent,Chat,1,0,1
17167,2025-01-05,Activation Issue,Pending_Customer,Phone,4,1,0
17168,2025-01-18,Activation Issue,Callback,Chat,4,1,0
17169,2025-01-07,Update,Callback,Phone,3,0,0
17170,2025-01-22,Provisioning Issue,Pending_Customer,Phone,4,1,0
17171,2025-01-11,Provisioning Issue,Pending_Customer,Phone,3,0,0
17172,2025-01-22,Update,Pending_Customer,Phone,2,0,1
17173,2025-01-11,Provisioning Issue,Received,Chat,2,0,1
17174,2025-01-15,Provisioning Issue,OK,Chat,4,1,0
17175,2025-01-30,How To,Callback,Chat,1,0,1
17176,2025-01-29,Provisioning Issue,OK,Chat,3,0,0
17177,2025-01-13,Activation Issue,Pending_Customer,Phone,3,0,0
17178,2025-01-08,Update,Received,Chat,5,1,0
17179,2025-01-10,Provisioning Issue,Pending_Customer,Phone,4,1,0
17180,2025-01-24,Update,Pending_Agent,Phone,5,1,0
17181,2025-01-24,Activation Issue,Callback,Chat,1,0,1
17182,2025-01-05,How To,Pending_Customer,Phone,1,0,1
17183,2025-01-24,Update,Received,Phone,1,0,1
17184,2025-01-14,Provisioning Issue,OK,Phone,2,0,1
17185,2025-01-25,Download/Install,Callback,Chat,5,1,0
17186,2025-01-13,How To,OK,Phone,1,0,1
17187,2025-01-25,How To,OK,Phone,3,0,0
17188,2025-01-17,Provisioning Issue,OK,Chat,4,1,0
17189,2025-01-22,Provisioning Issue,Pending_Agent,Phone,1,0,1
17190,2025-01-06,Provisioning Issue,Callback,Phone,5,1,0
17191,2025-01-14,Activation Issue,Pending_Customer,Phone,2,0,1
17192,2025-01-26,How To,Callback,Phone,4,1,0
17193,2025-01-23,Download/Install,OK,Chat,2,0,1
17194,2025-01-23,Activation Issue,OK,Chat,4,1,0
17195,2025-01-15,How To,Callback,Phone,5,1,0
17196,2025-01-14,Update,Pending_Agent,Chat,4,1,0
17197,2025-01-14,Provisioning Issue,OK,Chat,5,1,0
17198,2025-01-13,Download/Install,Pending_Customer,Chat,5,1,0
17199,2025-01-12,Provisioning Issue,OK,Chat,1,0,1
17200,2025-01-29,Activation Issue,OK,Chat,2,0,1
17201,2025-01-10,How To,Received,Chat,1,0,1
17202,2025-01-30,Update,Callback,Phone,4,1,0
17203,2025-01-21,How To,Pending_Customer,Chat,4,1,0
17204,2025-01-05,Update,Pending_Customer,Phone,2,0,1
17205,2025-01-27,Update,OK,Phone,2,0,1
17206,2025-01-14,Activation Issue,Pending_Agent,Phone,4,1,0
17207,2025-01-10,Activation Issue,Pending_Customer,Chat,2,0,1
17208,2025-01-02,Download/Install,OK,Phone,1,0,1
17209,2025-01-16,Provisioning Issue,OK,Chat,5,1,0
17210,2025-01-14,Download/Install,Pending_Agent,Phone,2,0,1
17211,2025-01-30,Download/Install,Pending_Agent,Chat,5,1,0
17212,2025-01-30,Activation Issue,Callback,Phone,1,0,1
17213,2025-01-10,Activation Issue,Pending_Agent,Phone,1,0,1
17214,2025-01-26,Provisioning Issue,OK,Phone,3,0,0
17215,2025-01-28,Provisioning Issue,Pending_Agent,Phone,3,0,0
17216,2025-01-08,Provisioning Issue,Callback,Phone,3,0,0
17217,2025-01-02,Activation Issue,OK,Chat,5,1,0
17218,2025-01-29,How To,Callback,Phone,3,0,0
17219,2025-01-03,Activation Issue,Callback,Chat,1,0,1
17220,2025-01-12,How To,Pending_Agent,Phone,5,1,0
17221,2025-01-07,Provisioning Issue,OK,Chat,2,0,1
17222,2025-01-17,Download/Install,Pending_Agent,Phone,4,1,0
17223,2025-01-02,Update,Received,Chat,4,1,0
17224,2025-01-21,Activation Issue,Pending_Agent,Chat,4,1,0
17225,2025-01-10,Download/Install,Callback,Chat,5,1,0
17226,2025-01-04,Update,Received,Phone,2,0,1
17227,2025-01-10,Download/Install,Callback,Phone,3,0,0
17228,2025-01-03,Update,Pending_Customer,Phone,1,0,1
17229,2025-01-31,Activation Issue,Pending_Customer,Phone,1,0,1
17230,2025-01-12,Download/Install,Pending_Agent,Chat,5,1,0
17231,2025-01-13,Activation Issue,OK,Phone,1,0,1
17232,2025-01-06,Update,Received,Chat,2,0,1
17233,2025-01-27,Activation Issue,OK,Chat,1,0,1
17234,2025-01-06,Update,Received,Chat,2,0,1
17235,2025-01-03,Provisioning Issue,Callback,Phone,1,0,1
17236,2025-01-25,How To,OK,Chat,1,0,1
17237,2025-01-16,How To,Pending_Customer,Phone,3,0,0
17238,2025-01-29,Update,Received,Chat,4,1,0
17239,2025-01-08,Update,OK,Chat,3,0,0
17240,2025-01-22,Update,Pending_Agent,Phone,3,0,0
17241,2025-01-25,Provisioning Issue,Pending_Customer,Chat,1,0,1
17242,2025-01-25,Update,Callback,Chat,2,0,1
17243,2025-01-13,Update,Pending_Agent,Phone,5,1,0
17244,2025-01-21,Activation Issue,OK,Chat,1,0,1
17245,2025-01-26,Activation Issue,Callback,Chat,2,0,1
17246,2025-01-12,Provisioning Issue,Callback,Phone,2,0,1
17247,2025-01-08,Activation Issue,Received,Phone,4,1,0
17248,2025-01-24,Activation Issue,Pending_Customer,Chat,3,0,0
17249,2025-01-10,Update,OK,Phone,5,1,0
17250,2025-01-24,How To,Received,Chat,5,1,0
17251,2025-01-16,How To,Received,Phone,2,0,1
17252,2025-01-02,Download/Install,Callback,Chat,5,1,0
17253,2025-01-20,Activation Issue,Pending_Customer,Phone,5,1,0
17254,2025-01-11,Activation Issue,Callback,Chat,4,1,0
17255,2025-01-15,Activation Issue,Pending_Customer,Chat,3,0,0
17256,2025-01-28,Activation Issue,OK,Phone,1,0,1
17257,2025-01-23,Provisioning Issue,Pending_Customer,Chat,4,1,0
17258,2025-01-27,Activation Issue,Pending_Agent,Phone,4,1,0
17259,2025-01-19,Download/Install,Pending_Customer,Phone,1,0,1
17260,2025-01-12,Provisioning Issue,Callback,Chat,2,0,1
17261,2025-01-12,Update,Pending_Agent,Phone,5,1,0
17262,2025-01-17,Provisioning Issue,Received,Chat,3,0,0
17263,2025-01-09,Provisioning Issue,Pending_Agent,Phone,2,0,1
17264,2025-01-25,How To,OK,Phone,3,0,0
17265,2025-01-18,Download/Install,Callback,Chat,3,0,0
17266,2025-01-05,Update,Callback,Chat,2,0,1
17267,2025-01-08,How To,Received,Chat,1,0,1
17268,2025-01-16,Update,OK,Phone,3,0,0
17269,2025-01-28,Download/Install,OK,Phone,1,0,1
17270,2025-01-01,Update,Callback,Phone,1,0,1
17271,2025-01-11,How To,Pending_Agent,Phone,4,1,0
17272,2025-01-26,Update,Received,Chat,1,0,1
17273,2025-01-22,Provisioning Issue,OK,Chat,5,1,0
17274,2025-01-15,Activation Issue,Pending_Customer,Phone,4,1,0
17275,2025-01-31,Download/Install,Callback,Phone,1,0,1
17276,2025-01-02,How To,Callback,Phone,1,0,1
17277,2025-01-20,Activation Issue,Received,Chat,5,1,0
17278,2025-01-24,How To,OK,Phone,1,0,1
17279,2025-01-22,Update,OK,Chat,1,0,1
17280,2025-01-19,How To,OK,Chat,4,1,0
17281,2025-01-20,Download/Install,OK,Phone,4,1,0
17282,2025-01-30,Provisioning Issue,Pending_Customer,Phone,4,1,0
17283,2025-01-21,Activation Issue,Received,Chat,1,0,1
17284,2025-01-08,Download/Install,OK,Phone,2,0,1
17285,2025-01-22,Download/Install,OK,Phone,2,0,1
17286,2025-01-08,Provisioning Issue,Callback,Chat,3,0,0
17287,2025-01-11,Update,Callback,Chat,1,0,1
17288,2025-01-11,How To,Callback,Chat,1,0,1
17289,2025-01-21,Activation Issue,OK,Chat,2,0,1
17290,2025-01-02,Update,OK,Chat,3,0,0
17291,2025-01-28,Update,Pending_Customer,Chat,4,1,0
17292,2025-01-31,Update,OK,Chat,1,0,1
17293,2025-01-07,Activation Issue,OK,Chat,5,1,0
17294,2025-01-07,How To,Pending_Customer,Phone,1,0,1
17295,2025-01-30,Activation Issue,Pending_Customer,Chat,2,0,1
17296,2025-01-05,How To,Pending_Agent,Chat,5,1,0
17297,2025-01-19,How To,Pending_Customer,Chat,4,1,0
17298,2025-01-10,How To,OK,Phone,4,1,0
17299,2025-01-15,Activation Issue,Pending_Customer,Phone,5,1,0
17300,2025-01-23,Update,Pending_Agent,Phone,1,0,1
17301,2025-01-07,How To,Received,Chat,1,0,1
17302,2025-01-09,Download/Install,OK,Phone,1,0,1
17303,2025-01-12,Download/Install,Received,Chat,1,0,1
17304,2025-01-01,Provisioning Issue,OK,Phone,3,0,0
17305,2025-01-22,Download/Install,Pending_Agent,Chat,5,1,0
17306,2025-01-10,Download/Install,Pending_Agent,Chat,4,1,0
17307,2025-01-03,Provisioning Issue,Received,Chat,5,1,0
17308,2025-01-10,Download/Install,Pending_Customer,Chat,1,0,1
17309,2025-01-04,How To,Callback,Phone,3,0,0
17310,2025-01-16,How To,OK,Phone,4,1,0
17311,2025-01-20,Provisioning Issue,Callback,Chat,2,0,1
17312,2025-01-09,Update,OK,Phone,4,1,0
17313,2025-01-02,Provisioning Issue,Callback,Chat,5,1,0
17314,2025-01-30,How To,Received,Chat,1,0,1
17315,2025-01-03,How To,Callback,Chat,5,1,0
17316,2025-01-19,How To,Received,Chat,2,0,1
17317,2025-01-23,Download/Install,Pending_Agent,Chat,3,0,0
17318,2025-01-16,Provisioning Issue,Callback,Chat,2,0,1
17319,2025-01-11,How To,Pending_Agent,Phone,2,0,1
17320,2025-01-31,Download/Install,OK,Chat,5,1,0
17321,2025-01-11,Download/Install,OK,Phone,5,1,0
17322,2025-01-06,Activation Issue,Received,Chat,2,0,1
17323,2025-01-18,Update,OK,Chat,2,0,1
17324,2025-01-04,Activation Issue,Received,Chat,2,0,1
17325,2025-01-11,How To,Received,Phone,2,0,1
17326,2025-01-06,Provisioning Issue,Pending_Customer,Phone,3,0,0
17327,2025-01-10,Activation Issue,Pending_Agent,Phone,2,0,1
17328,2025-01-09,Download/Install,Received,Phone,3,0,0
17329,2025-01-20,Provisioning Issue,OK,Chat,3,0,0
17330,2025-01-29,Update,Callback,Phone,5,1,0
17331,2025-01-16,Provisioning Issue,Callback,Chat,1,0,1
17332,2025-01-18,Provisioning Issue,Pending_Agent,Phone,2,0,1
17333,2025-01-22,Update,Callback,Chat,5,1,0
17334,2025-01-20,Activation Issue,Pending_Agent,Phone,3,0,0
17335,2025-01-07,How To,Pending_Agent,Chat,4,1,0
17336,2025-01-20,Activation Issue,Pending_Customer,Phone,1,0,1
17337,2025-01-16,Activation Issue,Callback,Chat,4,1,0
17338,2025-01-20,How To,OK,Phone,4,1,0
17339,2025-01-07,Update,Callback,Phone,1,0,1
17340,2025-01-12,Download/Install,Pending_Customer,Chat,2,0,1
17341,2025-01-15,Provisioning Issue,OK,Phone,1,0,1
17342,2025-01-18,Provisioning Issue,Pending_Agent,Chat,5,1,0
17343,2025-01-19,Activation Issue,Pending_Agent,Phone,5,1,0
17344,2025-01-04,How To,Pending_Agent,Chat,1,0,1
17345,2025-01-19,Activation Issue,Received,Phone,3,0,0
17346,2025-01-26,Provisioning Issue,OK,Chat,5,1,0
17347,2025-01-05,Provisioning Issue,Pending_Customer,Phone,1,0,1
17348,2025-01-07,Activation Issue,Callback,Phone,1,0,1
17349,2025-01-31,Download/Install,Pending_Customer,Phone,3,0,0
17350,2025-01-10,Activation Issue,Pending_Agent,Phone,2,0,1
17351,2025-01-22,Provisioning Issue,Received,Phone,4,1,0
17352,2025-01-09,Update,OK,Chat,1,0,1
17353,2025-01-27,Update,Received,Phone,2,0,1
17354,2025-01-16,Activation Issue,OK,Chat,3,0,0
17355,2025-01-17,Provisioning Issue,Received,Phone,2,0,1
17356,2025-01-23,Activation Issue,Pending_Agent,Chat,3,0,0
17357,2025-01-09,How To,Received,Phone,2,0,1
17358,2025-01-31,Download/Install,Received,Chat,1,0,1
17359,2025-01-12,Download/Install,Pending_Agent,Phone,1,0,1
17360,2025-01-20,Activation Issue,Pending_Customer,Chat,5,1,0
17361,2025-01-30,How To,Pending_Customer,Chat,1,0,1
17362,2025-01-28,Provisioning Issue,Pending_Customer,Phone,1,0,1
17363,2025-01-28,Update,Callback,Phone,3,0,0
17364,2025-01-27,Activation Issue,Received,Chat,4,1,0
17365,2025-01-11,How To,Received,Chat,3,0,0
17366,2025-01-26,How To,OK,Phone,5,1,0
17367,2025-01-30,Download/Install,Callback,Phone,4,1,0
17368,2025-01-29,Activation Issue,Pending_Agent,Chat,4,1,0
17369,2025-01-01,Update,Received,Chat,4,1,0
17370,2025-01-02,Provisioning Issue,Pending_Customer,Chat,3,0,0
17371,2025-01-05,Update,Callback,Phone,1,0,1
17372,2025-01-24,Activation Issue,Callback,Chat,5,1,0
17373,2025-01-17,Download/Install,Callback,Phone,5,1,0
17374,2025-01-23,How To,OK,Chat,1,0,1
17375,2025-01-04,Update,Callback,Chat,3,0,0
17376,2025-01-09,Provisioning Issue,Received,Chat,5,1,0
17377,2025-01-31,Update,Received,Phone,4,1,0
17378,2025-01-01,Download/Install,Pending_Agent,Phone,5,1,0
17379,2025-01-22,Provisioning Issue,OK,Chat,5,1,0
17380,2025-01-11,Download/Install,Received,Chat,1,0,1
17381,2025-01-26,Download/Install,Pending_Customer,Chat,2,0,1
17382,2025-01-19,Download/Install,OK,Phone,5,1,0
17383,2025-01-04,Update,Pending_Agent,Chat,3,0,0
17384,2025-01-19,Provisioning Issue,OK,Phone,4,1,0
17385,2025-01-05,Activation Issue,OK,Chat,2,0,1
17386,2025-01-24,Update,OK,Chat,5,1,0
17387,2025-01-31,Update,Received,Chat,2,0,1
17388,2025-01-12,Activation Issue,OK,Phone,2,0,1
17389,2025-01-21,Download/Install,Received,Phone,1,0,1
17390,2025-01-26,Update,OK,Phone,2,0,1
17391,2025-01-01,Provisioning Issue,Callback,Chat,3,0,0
17392,2025-01-26,Download/Install,OK,Phone,2,0,1
17393,2025-01-09,How To,Pending_Customer,Chat,4,1,0
17394,2025-01-30,Provisioning Issue,Callback,Phone,2,0,1
17395,2025-01-13,Update,Received,Phone,2,0,1
17396,2025-01-18,Download/Install,Received,Phone,5,1,0
17397,2025-01-14,Download/Install,Received,Chat,1,0,1
17398,2025-01-22,Download/Install,Pending_Agent,Chat,1,0,1
17399,2025-01-08,Activation Issue,OK,Chat,2,0,1
17400,2025-01-20,Provisioning Issue,Callback,Chat,3,0,0
17401,2025-01-21,How To,Pending_Customer,Chat,1,0,1
17402,2025-01-16,Activation Issue,Callback,Chat,3,0,0
17403,2025-01-13,Download/Install,Received,Chat,3,0,0
17404,2025-01-11,Download/Install,Pending_Customer,Chat,2,0,1
17405,2025-01-31,Activation Issue,Pending_Customer,Phone,5,1,0
17406,2025-01-29,Provisioning Issue,Pending_Customer,Chat,5,1,0
17407,2025-01-26,Provisioning Issue,Received,Phone,3,0,0
17408,2025-01-11,Provisioning Issue,OK,Phone,4,1,0
17409,2025-01-11,Provisioning Issue,Pending_Customer,Phone,5,1,0
17410,2025-01-05,Provisioning Issue,Received,Chat,4,1,0
17411,2025-01-13,Activation Issue,Received,Chat,1,0,1
17412,2025-01-28,Activation Issue,Pending_Customer,Chat,5,1,0
17413,2025-01-25,How To,OK,Phone,1,0,1
17414,2025-01-14,Activation Issue,OK,Phone,2,0,1
17415,2025-01-28,Activation Issue,Callback,Phone,3,0,0
17416,2025-01-12,Update,Pending_Customer,Chat,3,0,0
17417,2025-01-06,Activation Issue,Pending_Customer,Phone,3,0,0
17418,2025-01-20,Download/Install,Pending_Agent,Chat,3,0,0
17419,2025-01-25,Provisioning Issue,Received,Chat,4,1,0
17420,2025-01-11,Provisioning Issue,Pending_Customer,Phone,3,0,0
17421,2025-01-26,Provisioning Issue,OK,Phone,5,1,0
17422,2025-01-18,How To,Pending_Customer,Chat,3,0,0
17423,2025-01-31,Activation Issue,Pending_Agent,Phone,3,0,0
17424,2025-01-30,How To,Received,Chat,3,0,0
17425,2025-01-05,Download/Install,Received,Phone,1,0,1
17426,2025-01-25,Download/Install,Pending_Customer,Phone,4,1,0
17427,2025-01-01,Activation Issue,Received,Chat,3,0,0
17428,2025-01-06,Download/Install,Callback,Phone,2,0,1
17429,2025-01-25,How To,Received,Chat,2,0,1
17430,2025-01-21,Activation Issue,Pending_Agent,Phone,4,1,0
17431,2025-01-19,Download/Install,OK,Chat,2,0,1
17432,2025-01-17,Provisioning Issue,Callback,Phone,4,1,0
17433,2025-01-03,How To,Pending_Agent,Chat,4,1,0
17434,2025-01-01,How To,Received,Phone,3,0,0
17435,2025-01-04,Provisioning Issue,OK,Phone,2,0,1
17436,2025-01-07,Download/Install,Received,Phone,5,1,0
17437,2025-01-07,Update,Received,Chat,4,1,0
17438,2025-01-05,Activation Issue,Pending_Customer,Phone,1,0,1
17439,2025-01-03,Provisioning Issue,Pending_Customer,Chat,4,1,0
17440,2025-01-22,Download/Install,Callback,Chat,3,0,0
17441,2025-01-18,Download/Install,Pending_Customer,Phone,1,0,1
17442,2025-01-26,Activation Issue,Pending_Customer,Phone,5,1,0
17443,2025-01-02,Download/Install,Received,Phone,5,1,0
17444,2025-01-15,How To,Pending_Agent,Phone,4,1,0
17445,2025-01-07,Provisioning Issue,Received,Chat,3,0,0
17446,2025-01-25,Update,Pending_Agent,Chat,1,0,1
17447,2025-01-11,Update,OK,Phone,2,0,1
17448,2025-01-06,How To,OK,Phone,5,1,0
17449,2025-01-29,Activation Issue,Callback,Phone,5,1,0
17450,2025-01-03,How To,Received,Chat,4,1,0
17451,2025-01-23,Activation Issue,Received,Phone,4,1,0
17452,2025-01-15,Activation Issue,Pending_Customer,Chat,4,1,0
17453,2025-01-16,How To,Pending_Agent,Chat,4,1,0
17454,2025-01-14,Activation Issue,Callback,Phone,4,1,0
17455,2025-01-16,Provisioning Issue,Pending_Agent,Chat,1,0,1
17456,2025-01-12,Update,Pending_Agent,Chat,3,0,0
17457,2025-01-07,Update,Pending_Agent,Phone,3,0,0
17458,2025-01-31,How To,Received,Phone,2,0,1
17459,2025-01-30,How To,Received,Phone,1,0,1
17460,2025-01-31,Download/Install,OK,Chat,3,0,0
17461,2025-01-17,Provisioning Issue,Pending_Agent,Chat,4,1,0
17462,2025-01-30,Download/Install,Pending_Agent,Phone,4,1,0
17463,2025-01-09,Activation Issue,Pending_Customer,Phone,3,0,0
17464,2025-01-28,How To,Received,Phone,1,0,1
17465,2025-01-02,Provisioning Issue,Pending_Customer,Chat,2,0,1
17466,2025-01-16,Provisioning Issue,Received,Chat,3,0,0
17467,2025-01-14,Provisioning Issue,Pending_Agent,Chat,2,0,1
17468,2025-01-03,Download/Install,OK,Phone,2,0,1
17469,2025-01-17,Download/Install,Pending_Customer,Chat,1,0,1
17470,2025-01-05,How To,Pending_Agent,Chat,2,0,1
17471,2025-01-19,How To,Callback,Chat,2,0,1
17472,2025-01-07,Update,Received,Phone,5,1,0
17473,2025-01-12,Activation Issue,Received,Phone,5,1,0
17474,2025-01-28,Activation Issue,Callback,Phone,2,0,1
17475,2025-01-15,Update,Received,Chat,5,1,0
17476,2025-01-09,Download/Install,Pending_Agent,Phone,1,0,1
17477,2025-01-30,How To,Pending_Customer,Chat,2,0,1
17478,2025-01-06,Download/Install,Received,Chat,5,1,0
17479,2025-01-07,Activation Issue,Callback,Phone,5,1,0
17480,2025-01-16,Provisioning Issue,Pending_Customer,Phone,2,0,1
17481,2025-01-10,Activation Issue,OK,Chat,1,0,1
17482,2025-01-24,How To,Received,Chat,5,1,0
17483,2025-01-12,Provisioning Issue,Callback,Chat,2,0,1
17484,2025-01-21,Update,Pending_Agent,Phone,5,1,0
17485,2025-01-15,Download/Install,Received,Chat,5,1,0
17486,2025-01-28,Provisioning Issue,Callback,Chat,4,1,0
